,T05,OP,SL,T89,OM
44,0.5134827790993448,0.4769816508032996,0.47789354137619966,0.4751945051123876,0.4972821531491182
45,0.4151131213094298,0.37043625085251236,0.3744492727870441,0.37321841677732587,0.39450570917420485
46,0.6286468111945637,0.5892776770745901,0.5851076917873113,0.5832138254887134,0.6128005149042736
47,0.6354792164377249,0.6019683981541889,0.5996021918764692,0.5941187354259939,0.6134182827268577
48,0.5430011393154737,0.5280833601668625,0.5258646569758016,0.5236967844174634,0.5324689508853953
49,0.6359670979843319,0.6109301606156174,0.6065949990758894,0.6059449935746248,0.6435084693134958
50,0.4814961043658356,0.4446994575874704,0.44554961541368826,0.4442858003157218,0.47790431771741876
51,0.4038539962979812,0.3857861575214954,0.3887981408843311,0.3865138630878948,0.4015053708896208
52,0.6030357226020215,0.5281928581455321,0.5283649403001635,0.525080044083249,0.5563474932563548
53,0.5244350049478009,0.49548533568273695,0.49604384302533766,0.49391747623594034,0.5251514991370442
54,0.5983099699784408,0.5855566053761649,0.5837806720930159,0.5803582847026544,0.604048899819359
55,0.5808795458649659,0.5557809523350113,0.5532589628870576,0.5530992459912787,0.5880272238512079
56,0.4949119369601041,0.48078037502293147,0.4803344704412575,0.4785160158226713,0.49472423094920775
57,0.6080267819009022,0.6090048306340387,0.6093170892298807,0.6052401018620027,0.6175335888662079
58,0.18315825573530206,0.182551289500935,0.19384235156651058,0.18279676954750979,0.18299780148096334
59,0.18092343778555056,0.18036072621191923,0.19198930955503393,0.18059046506324355,0.18077772322201024
60,0.645880692047983,0.6037228659878666,0.601353818508804,0.5984132452015686,0.6101034130908313
61,0.639737326003511,0.6468306847986777,0.6395609815532554,0.6329261616182097,0.6376020475867406
62,0.5533419042156524,0.5122108960631553,0.511090960433168,0.5094542640947982,0.5249121466164686
63,0.6217436166931383,0.6156235845497472,0.6129948467503636,0.6099777741370095,0.6133842890871339
64,0.5319458671721785,0.5077122760691068,0.508084841089445,0.5057049489621634,0.52760886573184
65,0.5375417010559438,0.5280831132859742,0.5276935984109732,0.5245492898183504,0.5381887221941334
66,0.6000405275208149,0.5953651860770183,0.591860922420164,0.5906733157232498,0.6120121704457332
67,0.49489073978733844,0.4599909596687768,0.46057306992801345,0.45885867796038177,0.4842423471662159
68,0.7810633518837881,0.730933512440517,0.7244710333797577,0.7146311403713087,0.7439245467587284
69,0.6147877068810852,0.616656046115629,0.6139336847846693,0.6076189417119122,0.6240579083782419
70,0.6681203263699821,0.6168393607591278,0.6099524186285965,0.6083307755509691,0.6270916778153572
71,0.668758085679849,0.6150999501842953,0.6140492662078805,0.6050357986073883,0.6196720084733338
72,0.5639677659695208,0.5448453056438692,0.5463002831878326,0.5426844197490358,0.5595699949053813
73,0.46357579726421533,0.445291368957933,0.44739282429357574,0.4443267912889054,0.4525772048330666
74,0.6027384465617351,0.5792684258639259,0.5750882749262305,0.5731157532692847,0.5997671483965163
75,0.658793063183309,0.638415313947726,0.6313627323093339,0.6254862810416416,0.6474051617625985
76,0.5934797267423227,0.5793865389542564,0.5744217728307032,0.5717500971605715,0.5863533575931307
77,0.6240049086017171,0.6166304046101878,0.6100054644844037,0.6055559139850467,0.6150441001747764
78,0.5578266556193121,0.5375637207038428,0.5358559404272388,0.5333536643306735,0.5483708704278774
79,0.5759142595616814,0.5494097278967193,0.5475793264218377,0.547024686265173,0.5625532987085098
80,0.6149660219722214,0.591857000125832,0.5882976693272092,0.5826740209068811,0.6009874722392087
81,0.7065838325810225,0.675693880201415,0.6702723327324692,0.666048672949324,0.6926411101955346
82,0.517814463167007,0.4808155296017965,0.47893865406938535,0.4795145334244919,0.5024298343989388
83,0.5960177324501212,0.5463715516109924,0.545013979148219,0.5410354717953434,0.5619302948376461
84,0.5852700077539135,0.5492823087919658,0.5456694689769236,0.5441746297165312,0.5599752301371692
85,0.5805868171835422,0.5592201534263561,0.555163997687874,0.5575558472098865,0.5679352119521309
86,0.8105605539602267,0.7552891345734939,0.7480954849572169,0.7549665995194619,0.7993116128048757
87,0.5756540508962104,0.5609611539552697,0.6050759000564517,0.5570369983461483,0.5717138581784191
88,0.5638392801398155,0.5401829628337618,0.5361424237346814,0.5371576616660134,0.5507611870625463
89,0.5388721315519298,0.5380570949043335,0.5392834894708948,0.5357418144115526,0.5414415697171268
90,0.588249351270953,0.5828508504081122,0.5778343143389941,0.5764737150329237,0.5822511710726461
91,0.5645142208759693,0.5519667196279863,0.5481011104307272,0.5467321521541164,0.5560161367737255
92,0.8553501040211824,0.7627713811826694,0.7537082173042855,0.7471641871080874,0.8002149472186497
93,0.5193558744192951,0.495602447742458,0.4974025947619813,0.4934966372517631,0.5142511079733223
94,0.5666377904637673,0.5601065511755325,0.5581678150833169,0.5543183060240259,0.5542352702476464
95,0.4415102932316037,0.4103242178021709,0.41035800350328605,0.41048574683378497,0.4392396938121523
96,0.4643128030597391,0.4246491206336006,0.42340563822576444,0.4245161469931418,0.45605726140130387
97,0.5096243117413953,0.47478800264962345,0.47644832515819874,0.4730448652749534,0.49669292815451044
98,0.6559917663981197,0.5857183787841956,0.5836682495547743,0.5774966882391142,0.6139347631553812
99,0.5540310138212491,0.5325303740080175,0.5311502607029496,0.5280610806747443,0.5520446361969312
100,0.49774293093671884,0.4872719832400405,0.4868725795204711,0.48502720172129843,0.4994551234853258
101,0.6365182698892966,0.6000648886473606,0.5995854658326363,0.5920712132273774,0.6172340463859656
102,0.5957610005854942,0.5886311180685265,0.5870010021406963,0.580092228553802,0.5808040495155173
103,0.5957919210210094,0.5934446702563931,0.5925316491756327,0.5837015968866142,0.5956701139596838
104,0.5230417750352274,0.4954166286569603,0.49449840862376243,0.4929767077759736,0.5115953011510631
105,0.597093377960657,0.5358498130044901,0.5343329763522366,0.5326245882818856,0.5706002762399482
106,0.5253460816314866,0.48696731546541994,0.48697044615565055,0.4858403122727848,0.5114491304221787
107,0.3123773042316917,0.30191796054606934,0.30486934703505253,0.3042722833880142,0.3348230592954111
108,0.6839475006497644,0.5502719586171141,0.5447751414852018,0.5455904517965315,0.5897828353375165
109,0.18766887875601884,0.18733824032750335,0.19783959051475644,0.1877812704920073,0.18777327217723733
110,0.4930478350653901,0.4671615059872807,0.46884357110643815,0.46529817325247724,0.4813694996382613
111,0.7301959108701634,0.6606989911699445,0.6545759296862089,0.6488152028338449,0.6894006074317557
112,0.5874760808858269,0.55135770133945,0.5488215520910488,0.5452884087702273,0.5851282084041498
113,0.6230919615737728,0.5777814796109553,0.5760112927007329,0.5690774338645831,0.5939803928679802
114,0.5137505179225664,0.4856246022435945,0.4831428174366064,0.4836204283904041,0.4976925328196248
115,0.6442109101108086,0.5941139842877702,0.5938502100286911,0.5844204058194306,0.6055174847694432
116,0.6532559280728041,0.6084498597920002,0.6045004855695029,0.597178799701295,0.6214725642051759
117,0.5869832556026333,0.5533702544692463,0.550837982845612,0.5465565956561024,0.5693179645111907
118,0.458949659554162,0.4452438830375855,0.44438435464901294,0.44441209429564565,0.4545036696994476
119,0.4524932443602059,0.4089849621204758,0.4086652665559426,0.409621018632821,0.42699161096400995
120,0.4418455418697158,0.4122555144665892,0.41698284737383273,0.4131079368567111,0.4228789142808615
