,lon,lat,alt,L,B,MLT,losscone1,losscone2,pitch,SAA,att,counts,event_id,Beq
1998-05-11 10:23:50.720,-85.556,-56.079,692.983,2.085,0.291,5.134,58.904,58.904,89.68,0,0,296.0,0,0.0332
1998-05-11 10:23:51.220,-85.544,-56.108,693.0,2.086,0.291,5.135,58.904,58.904,89.693,0,1,488.0,0,0.0331
1998-05-11 10:23:51.480,-85.537,-56.124,693.009,2.087,0.291,5.135,58.903,58.903,89.679,0,1,528.0,0,0.033
1998-05-11 10:23:51.720,-85.531,-56.138,693.017,2.088,0.291,5.136,58.903,58.903,89.666,0,1,392.0,0,0.033
1998-05-11 10:23:52.200,-85.52,-56.166,693.034,2.09,0.291,5.137,58.903,58.903,89.641,0,1,328.0,0,0.0329
1998-09-01 20:51:55.020,46.355,-38.496,606.724,2.299,0.272,23.23,64.488,64.488,103.687,0,1,1312.0,1,0.0255
1998-09-01 20:51:55.520,46.36,-38.465,606.667,2.297,0.272,23.231,64.49,64.49,103.647,0,1,1248.0,1,0.0255
1998-09-01 20:51:56.300,46.368,-38.418,606.579,2.294,0.272,23.234,64.494,64.494,103.585,0,1,1184.0,1,0.0257
1998-10-03 18:30:45.740,18.056,-31.214,525.09,1.855,0.225,19.338,69.391,69.391,88.029,1,0,880.0,2,0.0483
1998-10-03 18:30:45.940,18.057,-31.202,525.091,1.855,0.225,19.339,69.389,69.389,88.046,1,0,848.0,2,0.0484
1998-10-03 18:30:46.120,18.059,-31.191,525.091,1.854,0.225,19.339,69.386,69.386,88.042,1,0,816.0,2,0.0484
1998-10-06 05:32:02.120,39.189,-37.238,592.956,2.187,0.252,7.6,66.106,66.106,88.552,1,0,624.0,3,0.0296
1998-10-06 05:32:02.440,39.192,-37.258,592.936,2.188,0.252,7.599,66.105,66.105,88.581,1,0,656.0,3,0.0295
1998-10-06 05:32:02.760,39.196,-37.277,592.917,2.189,0.252,7.599,66.103,66.103,88.61,1,0,720.0,3,0.0295
1998-10-13 04:46:42.840,35.188,-32.296,567.1,1.91,0.241,6.753,67.667,67.667,88.215,1,0,156.0,4,0.0442
1998-10-16 10:03:44.420,-45.476,-51.181,543.656,1.933,0.235,6.953,64.996,64.996,88.523,1,0,2112.0,5,0.0428
1998-10-20 10:34:50.560,-59.485,-55.86,534.511,2.039,0.266,6.925,63.799,63.799,88.34,0,0,360.0,6,0.036
1998-11-12 06:58:26.160,-53.364,-53.031,562.052,1.943,0.245,3.615,63.676,63.676,89.565,1,0,440.0,7,0.0417
1998-11-12 06:58:26.620,-53.354,-53.059,562.096,1.945,0.245,3.616,63.673,63.673,89.602,1,0,504.0,7,0.0416
1998-11-12 06:58:26.840,-53.349,-53.073,562.116,1.945,0.245,3.616,63.671,63.671,89.619,1,0,528.0,7,0.0416
1998-11-12 06:58:27.300,-53.34,-53.101,562.16,1.947,0.246,3.616,63.667,63.667,89.655,1,0,440.0,7,0.0415
1998-11-12 06:58:27.700,-53.331,-53.125,562.198,1.948,0.246,3.617,63.664,63.664,89.687,1,0,328.0,7,0.0414
1998-11-19 23:50:39.560,33.264,-38.371,567.755,2.233,0.242,1.249,67.638,67.638,58.809,1,1,720.0,8,0.0278
1998-11-19 23:50:40.080,33.27,-38.403,567.809,2.235,0.242,1.248,67.633,67.633,58.774,1,1,784.0,8,0.0278
1998-11-19 23:50:40.320,33.272,-38.418,567.834,2.235,0.242,1.248,67.63,67.63,58.759,1,1,752.0,8,0.0277
1998-11-19 23:50:40.880,33.278,-38.452,567.893,2.237,0.242,1.248,67.624,67.624,58.722,1,1,784.0,8,0.0277
1998-11-19 23:50:41.140,33.281,-38.468,567.92,2.238,0.242,1.247,67.621,67.621,58.705,1,1,816.0,8,0.0276
1998-11-24 22:50:32.260,37.969,-37.528,587.482,2.2,0.25,0.542,66.429,66.429,78.556,1,1,236.0,9,0.0291
1998-11-30 21:56:53.680,38.519,-34.563,609.037,2.04,0.246,23.754,66.022,66.022,93.141,1,0,848.0,10,0.0366
1998-11-30 21:56:53.840,38.52,-34.573,609.055,2.04,0.246,23.753,66.021,66.021,93.143,1,0,752.0,10,0.0366
1998-11-30 21:56:53.940,38.521,-34.579,609.066,2.041,0.246,23.753,66.02,66.02,93.144,1,0,784.0,10,0.0366
1998-11-30 21:56:54.180,38.523,-34.594,609.093,2.042,0.246,23.753,66.019,66.019,93.147,1,0,720.0,10,0.0365
1998-12-20 19:31:02.260,34.401,-34.98,675.923,2.066,0.233,21.003,65.243,65.243,95.254,1,0,2880.0,11,0.0349
1998-12-20 19:31:02.520,34.403,-34.996,675.936,2.067,0.233,21.003,65.242,65.242,95.24,1,0,2880.0,11,0.0349
1998-12-20 19:31:02.760,34.406,-35.01,675.949,2.068,0.233,21.003,65.24,65.24,95.227,1,0,2880.0,11,0.0349
1998-12-20 19:31:03.000,34.408,-35.024,675.961,2.068,0.233,21.003,65.239,65.239,95.215,1,0,2624.0,11,0.0348
1998-12-25 18:28:50.460,38.881,-30.488,677.61,1.846,0.239,20.398,64.48,64.48,91.935,1,0,3136.0,12,0.0489
1998-12-25 18:28:51.340,38.887,-30.54,677.64,1.848,0.239,20.397,64.479,64.479,91.999,1,0,3520.0,12,0.0488
1998-12-25 18:28:51.740,38.89,-30.564,677.653,1.849,0.239,20.397,64.478,64.478,92.028,1,0,3520.0,12,0.0487
1999-01-06 16:41:06.320,41.941,-33.02,664.041,1.97,0.248,18.742,64.165,64.165,91.939,1,0,204.0,13,0.0405
1999-01-06 16:41:06.560,41.943,-33.035,664.035,1.971,0.248,18.742,64.164,64.164,91.921,1,0,228.0,13,0.0404
1999-01-15 08:31:41.720,-47.887,-46.836,529.38,1.735,0.222,5.064,65.786,65.786,85.689,1,0,3776.0,14,0.0592
1999-01-16 08:37:03.800,-53.4,-52.733,533.013,1.925,0.246,4.918,64.504,64.504,84.017,1,0,656.0,15,0.0432
1999-01-16 08:37:04.260,-53.391,-52.704,532.988,1.924,0.246,4.918,64.509,64.509,83.946,1,0,1056.0,15,0.0433
1999-01-16 08:37:04.440,-53.387,-52.693,532.978,1.923,0.246,4.918,64.511,64.511,83.931,1,0,1312.0,15,0.0433
1999-01-16 08:37:04.660,-53.382,-52.68,532.967,1.923,0.246,4.918,64.513,64.513,83.913,1,0,1312.0,15,0.0433
1999-01-16 08:37:04.880,-53.378,-52.666,532.955,1.922,0.246,4.919,64.515,64.515,83.895,1,0,1120.0,15,0.0434
1999-02-01 00:54:24.900,35.911,-32.75,549.554,1.93,0.244,2.224,67.969,67.969,91.642,1,0,312.0,16,0.043
1999-02-02 01:00:20.880,31.594,-36.345,550.656,2.112,0.238,1.942,68.486,68.486,91.524,1,0,1376.0,17,0.0329
1999-02-18 05:58:08.760,-81.229,-53.502,602.544,1.896,0.281,0.844,61.228,61.228,118.529,0,1,312.0,18,0.0442
1999-02-18 05:58:08.800,-81.228,-53.5,602.547,1.896,0.281,0.844,61.228,61.228,118.515,0,1,424.0,18,0.0442
1999-02-18 05:58:09.020,-81.223,-53.487,602.56,1.895,0.281,0.844,61.228,61.228,118.439,0,1,376.0,18,0.0442
1999-02-18 05:58:10.860,-81.184,-53.376,602.674,1.89,0.281,0.845,61.227,61.227,117.8,0,1,196.0,18,0.0446
1999-02-18 05:58:11.100,-81.179,-53.361,602.689,1.89,0.281,0.846,61.227,61.227,117.717,0,1,264.0,18,0.0447
1999-03-02 02:31:01.960,-51.444,-47.397,657.073,1.752,0.216,22.496,62.161,62.161,78.974,1,1,2752.0,19,0.0571
1999-03-16 00:49:01.940,-56.447,-52.889,684.315,1.95,0.237,20.691,60.446,60.446,82.771,1,0,1056.0,20,0.0411
1999-03-29 16:46:25.120,41.676,-34.383,641.636,2.035,0.251,18.776,64.669,64.669,88.893,1,0,328.0,21,0.0366
1999-03-30 18:28:16.160,13.215,-37.955,642.997,2.148,0.213,18.575,67.456,67.456,88.004,1,0,1008.0,22,0.0313
1999-03-30 18:28:16.420,13.218,-37.94,642.972,2.148,0.213,18.576,67.456,67.456,87.988,1,0,912.0,22,0.0313
1999-08-30 20:50:08.560,25.087,-34.802,523.753,2.021,0.23,21.964,69.878,69.878,76.915,1,0,106.0,23,0.0376
1999-08-30 20:50:08.820,25.089,-34.786,523.754,2.02,0.23,21.965,69.877,69.877,76.9,1,0,118.0,23,0.0376
1999-08-30 20:50:09.060,25.092,-34.771,523.755,2.019,0.23,21.966,69.876,69.876,76.886,1,0,148.0,23,0.0376
1999-08-30 20:50:09.300,25.094,-34.756,523.756,2.018,0.23,21.966,69.876,69.876,76.872,1,0,140.0,23,0.0377
1999-08-30 20:50:09.540,25.096,-34.741,523.758,2.017,0.23,21.967,69.875,69.875,76.858,1,0,102.0,23,0.0377
1999-09-29 21:47:54.700,-56.748,-54.189,616.495,1.998,0.248,18.006,61.935,61.935,86.989,1,0,424.0,24,0.0384
1999-09-29 21:47:55.160,-56.737,-54.161,616.522,1.997,0.248,18.006,61.938,61.938,86.944,1,0,592.0,24,0.0385
1999-09-29 21:47:55.600,-56.728,-54.135,616.548,1.996,0.248,18.007,61.941,61.941,86.902,1,0,504.0,24,0.0386
1999-09-29 21:47:55.820,-56.723,-54.122,616.561,1.995,0.248,18.007,61.942,61.942,86.881,1,0,488.0,24,0.0386
1999-09-29 21:47:56.040,-56.718,-54.108,616.574,1.995,0.248,18.007,61.943,61.943,86.86,1,0,424.0,24,0.0386
1999-10-01 10:25:26.260,-45.591,-54.736,540.79,2.108,0.248,7.164,64.6,64.6,88.214,1,0,2368.0,25,0.0328
1999-10-01 10:25:26.780,-45.579,-54.768,540.828,2.11,0.249,7.165,64.596,64.596,88.164,1,0,2624.0,25,0.0327
1999-10-01 10:25:27.040,-45.573,-54.784,540.847,2.111,0.249,7.165,64.594,64.594,88.139,1,0,2496.0,25,0.0327
1999-10-05 04:15:42.840,33.222,-35.519,527.588,2.065,0.242,5.955,68.85,68.85,88.448,1,0,296.0,26,0.0351
1999-10-05 04:15:43.100,33.225,-35.535,527.606,2.066,0.242,5.955,68.848,68.848,88.428,1,0,344.0,26,0.0351
1999-10-11 11:17:30.380,-79.122,-54.83,575.364,1.957,0.286,6.74,61.984,61.984,87.953,0,0,228.0,27,0.0403
1999-10-11 11:17:30.800,-79.112,-54.855,575.407,1.959,0.286,6.741,61.983,61.983,87.982,0,0,328.0,27,0.0402
1999-10-11 11:17:31.340,-79.099,-54.888,575.462,1.96,0.286,6.742,61.981,61.981,88.02,0,0,360.0,27,0.0401
1999-10-11 11:17:31.580,-79.094,-54.902,575.486,1.961,0.286,6.743,61.98,61.98,88.036,0,0,440.0,27,0.0401
1999-10-11 11:17:31.820,-79.088,-54.917,575.51,1.962,0.286,6.743,61.98,61.98,88.053,0,0,408.0,27,0.04
1999-10-11 11:17:32.040,-79.083,-54.93,575.533,1.963,0.286,6.744,61.979,61.979,88.068,0,0,344.0,27,0.04
1999-10-21 08:56:04.120,-64.482,-53.842,616.221,1.934,0.255,5.082,61.516,61.516,87.616,0,0,560.0,28,0.042
1999-10-21 08:56:04.360,-64.477,-53.857,616.246,1.935,0.255,5.082,61.515,61.515,87.594,0,0,528.0,28,0.042
1999-10-21 08:56:30.160,-63.894,-55.402,618.95,2.022,0.261,5.122,61.377,61.377,87.93,0,0,816.0,29,0.0368
1999-10-21 08:56:30.420,-63.887,-55.418,618.977,2.023,0.261,5.123,61.376,61.376,87.906,0,0,912.0,29,0.0368
1999-10-21 08:56:30.660,-63.882,-55.432,619.002,2.024,0.261,5.123,61.375,61.375,87.885,0,0,912.0,29,0.0367
1999-10-27 07:50:14.340,-60.36,-53.517,640.021,1.948,0.247,4.174,61.19,61.19,88.77,1,0,560.0,30,0.0414
1999-10-27 07:50:14.580,-60.355,-53.532,640.044,1.949,0.247,4.174,61.189,61.189,88.749,1,0,784.0,30,0.0413
1999-10-27 07:50:15.140,-60.343,-53.565,640.097,1.951,0.247,4.175,61.185,61.185,88.702,1,0,560.0,30,0.0412
1999-10-27 07:50:16.600,-60.312,-53.652,640.237,1.956,0.247,4.177,61.177,61.177,88.578,1,0,560.0,30,0.0409
1999-11-08 23:11:59.380,37.702,-34.686,653.722,2.049,0.241,1.077,65.12,65.12,70.461,1,1,188.0,31,0.0358
1999-11-08 23:13:00.240,38.282,-38.344,658.226,2.268,0.246,1.013,64.628,64.628,71.536,1,1,114.0,32,0.0265
1999-11-08 23:13:00.560,38.285,-38.363,658.249,2.269,0.246,1.012,64.625,64.625,71.526,1,1,126.0,32,0.0265
1999-11-08 23:13:00.860,38.288,-38.381,658.27,2.27,0.246,1.012,64.622,64.622,71.517,1,1,114.0,32,0.0264
1999-11-08 23:13:01.140,38.291,-38.398,658.291,2.271,0.246,1.012,64.619,64.619,71.509,1,1,118.0,32,0.0264
1999-11-11 05:51:51.440,-61.948,-51.988,675.099,1.875,0.239,2.073,60.377,60.377,91.983,1,0,3392.0,33,0.0463
1999-11-11 05:51:52.160,-61.934,-52.031,675.129,1.877,0.239,2.074,60.373,60.373,92.122,1,0,3776.0,33,0.0462
1999-12-10 19:10:24.020,32.414,-32.517,621.688,1.936,0.232,20.704,66.803,66.803,88.515,1,0,312.0,34,0.0427
1999-12-11 06:55:20.620,24.984,-29.868,514.254,1.801,0.231,8.391,69.624,69.624,87.33,1,0,504.0,35,0.0526
1999-12-11 06:55:20.820,24.986,-29.855,514.25,1.8,0.231,8.392,69.622,69.622,87.341,1,0,560.0,35,0.0526
1999-12-11 06:55:21.020,24.987,-29.843,514.246,1.8,0.231,8.392,69.62,69.62,87.35,1,0,528.0,35,0.0527
1999-12-11 11:36:34.140,-54.57,-58.215,532.527,2.222,0.272,8.161,63.937,63.937,111.421,0,0,118.0,36,0.0278
1999-12-11 11:36:34.420,-54.562,-58.198,532.511,2.221,0.272,8.162,63.939,63.939,111.239,0,0,148.0,36,0.0278
1999-12-11 11:36:34.720,-54.554,-58.179,532.494,2.22,0.272,8.162,63.942,63.942,111.044,0,0,180.0,36,0.0279
2000-01-13 05:51:13.400,-31.109,-48.057,599.376,2.006,0.217,3.027,65.209,65.209,67.79,1,100,3776.0,37,0.0381
2000-01-13 05:51:14.160,-31.097,-48.011,599.419,2.004,0.217,3.028,65.215,65.215,64.262,1,100,3648.0,37,0.0382
2000-01-13 05:51:51.060,-30.539,-45.771,601.478,1.927,0.212,3.083,65.468,65.468,138.911,1,100,1824.0,38,0.0432
2000-01-17 01:21:33.520,31.911,-35.316,625.803,2.072,0.232,2.377,66.734,66.734,101.017,1,100,528.0,39,0.0347
2000-01-17 01:21:33.760,31.913,-35.302,625.814,2.071,0.232,2.378,66.734,66.734,102.097,1,100,528.0,39,0.0348
2000-01-17 01:21:34.040,31.916,-35.285,625.827,2.07,0.232,2.378,66.734,66.734,103.357,1,100,624.0,39,0.0348
2000-01-17 01:21:34.260,31.918,-35.272,625.837,2.07,0.232,2.379,66.734,66.734,104.347,1,100,656.0,39,0.0348
2000-01-17 01:21:34.520,31.92,-35.256,625.849,2.069,0.232,2.38,66.734,66.734,105.517,1,100,592.0,39,0.0349
2000-01-17 01:21:34.740,31.922,-35.242,625.859,2.068,0.232,2.38,66.735,66.735,106.507,1,100,560.0,39,0.0349
2000-01-17 01:21:35.000,31.925,-35.227,625.871,2.067,0.232,2.381,66.735,66.735,107.677,1,100,528.0,39,0.034
2000-04-07 03:35:39.360,21.567,-23.126,586.573,1.57,0.228,4.625,66.268,66.268,88.738,1,0,312.0,40,0.0782
2000-04-07 03:35:39.500,21.568,-23.134,586.565,1.571,0.228,4.625,66.271,66.271,88.746,1,0,376.0,40,0.0782
2000-04-18 09:00:28.460,-72.971,-57.504,527.95,2.094,0.293,4.363,63.405,63.405,87.536,0,0,880.0,41,0.0328
2000-04-18 09:00:28.720,-72.964,-57.52,527.948,2.095,0.293,4.363,63.405,63.405,87.55,0,0,880.0,41,0.0328
2000-04-18 09:00:28.980,-72.957,-57.536,527.946,2.096,0.293,4.364,63.405,63.405,87.565,0,0,944.0,41,0.0327
2000-04-18 09:00:29.260,-72.949,-57.553,527.944,2.097,0.293,4.365,63.404,63.404,87.58,0,0,1184.0,41,0.0327
2000-04-18 09:00:29.540,-72.942,-57.57,527.942,2.098,0.293,4.365,63.404,63.404,87.596,0,0,1248.0,41,0.0326
2000-04-18 09:00:30.040,-72.928,-57.601,527.939,2.1,0.293,4.366,63.404,63.404,87.624,0,0,1248.0,41,0.0325
2000-04-18 09:00:30.320,-72.92,-57.618,527.937,2.101,0.293,4.367,63.404,63.404,87.639,0,0,1248.0,41,0.0325
2000-04-27 07:44:24.520,-72.921,-56.343,522.149,2.024,0.288,3.12,63.603,63.603,89.44,0,0,344.0,42,0.0365
2000-05-31 19:57:35.040,26.196,-35.504,593.679,2.068,0.226,21.322,68.174,68.174,91.816,1,0,1312.0,43,0.035
2000-05-31 19:57:35.560,26.201,-35.536,593.733,2.069,0.226,21.322,68.172,68.172,91.779,1,0,1440.0,43,0.0349
2000-05-31 19:57:35.820,26.204,-35.552,593.759,2.07,0.226,21.322,68.171,68.171,91.761,1,0,1312.0,43,0.0348
2000-06-08 18:32:36.820,29.701,-28.552,613.367,1.757,0.229,20.214,66.973,66.973,91.374,1,0,220.0,44,0.0563
2000-06-14 04:47:31.740,33.591,-38.368,609.857,2.247,0.239,6.236,66.552,66.552,92.559,1,0,122.0,45,0.0274
2000-07-18 00:46:27.860,25.401,-33.576,510.393,1.96,0.23,1.944,70.153,70.153,83.409,1,1,720.0,46,0.041
2000-07-18 00:46:28.560,25.407,-33.532,510.379,1.958,0.23,1.946,70.15,70.15,83.377,1,1,848.0,46,0.0411
2000-07-18 00:46:28.780,25.409,-33.518,510.375,1.957,0.23,1.947,70.149,70.149,83.367,1,1,912.0,46,0.0411
2000-07-25 07:36:56.680,-80.562,35.732,582.842,2.386,0.394,2.222,61.786,74.722,119.09,0,0,360.0,47,0.022
2000-07-25 07:36:57.280,-80.556,35.768,582.895,2.388,0.394,2.223,61.787,74.706,118.567,0,0,376.0,47,0.0219
2000-07-25 07:36:57.620,-80.553,35.789,582.925,2.39,0.394,2.223,61.788,74.696,118.271,0,0,392.0,47,0.0219
2000-07-25 07:36:57.980,-80.55,35.811,582.956,2.392,0.394,2.224,61.788,74.687,117.957,0,0,392.0,47,0.0218
2000-07-27 07:38:22.480,-85.545,33.36,587.377,2.187,0.386,1.806,61.491,71.865,126.979,0,1,504.0,48,0.0283
2000-07-27 07:38:25.060,-85.518,33.549,587.642,2.204,0.387,1.809,61.497,71.809,127.188,0,1,688.0,48,0.0278
2000-07-27 07:38:37.640,-85.411,34.283,588.668,2.261,0.39,1.82,61.52,71.6,127.897,0,1,944.0,49,0.0258
2000-07-27 07:38:38.220,-85.407,34.313,588.711,2.264,0.39,1.82,61.521,71.592,127.925,0,1,976.0,49,0.0257
2000-07-27 07:38:38.520,-85.405,34.329,588.733,2.266,0.39,1.821,61.522,71.587,127.939,0,1,1008.0,49,0.0257
2000-07-27 07:38:38.820,-85.402,34.345,588.755,2.267,0.39,1.821,61.522,71.583,127.954,0,1,944.0,49,0.0256
2000-08-18 18:48:59.080,47.759,-41.008,597.373,2.492,0.281,21.107,64.34,64.34,83.469,0,0,1312.0,50,0.02
2000-08-18 18:48:59.940,47.769,-40.956,597.415,2.487,0.281,21.11,64.34,64.34,83.511,0,0,1376.0,50,0.0201
2000-08-18 18:49:00.520,47.776,-40.92,597.443,2.484,0.281,21.112,64.34,64.34,83.539,0,0,1312.0,50,0.0201
2000-08-18 18:49:01.820,47.791,-40.841,597.506,2.476,0.281,21.116,64.341,64.341,83.603,0,0,1440.0,50,0.0203
2000-08-18 18:49:02.120,47.794,-40.823,597.521,2.475,0.281,21.117,64.341,64.341,83.617,0,0,1440.0,50,0.0203
2000-08-18 18:49:02.420,47.798,-40.804,597.536,2.473,0.281,21.118,64.341,64.341,83.632,0,0,1376.0,50,0.0203
2000-08-18 18:49:51.000,48.325,-37.842,599.884,2.258,0.277,21.272,64.34,64.34,85.065,0,0,172.0,51,0.0259
2000-08-18 18:49:51.400,48.329,-37.818,599.903,2.257,0.277,21.273,64.339,64.339,85.082,0,0,220.0,51,0.0268
2000-08-22 03:11:49.980,-71.619,35.044,639.082,2.306,0.373,22.816,60.314,84.714,115.656,0,1,122.0,52,0.0246
2000-08-26 07:13:51.780,39.291,-35.0,515.271,2.039,0.255,9.07,68.129,68.129,89.178,1,0,1248.0,53,0.0364
2000-08-26 07:13:52.040,39.293,-35.016,515.286,2.04,0.255,9.069,68.128,68.128,89.194,1,0,1760.0,53,0.0363
2000-08-26 07:13:52.260,39.295,-35.03,515.299,2.041,0.255,9.069,68.126,68.126,89.207,1,0,1504.0,53,0.0363
2000-08-26 07:13:52.500,39.297,-35.045,515.313,2.042,0.255,9.069,68.125,68.125,89.222,1,0,624.0,53,0.0363
2000-08-26 07:13:52.980,39.302,-35.075,515.341,2.043,0.255,9.068,68.121,68.121,89.251,1,0,504.0,53,0.0362
2000-08-26 07:13:53.200,39.304,-35.089,515.353,2.044,0.255,9.068,68.12,68.12,89.264,1,0,976.0,53,0.0361
2000-08-26 07:13:53.420,39.306,-35.102,515.366,2.045,0.255,9.068,68.119,68.119,89.278,1,0,688.0,53,0.0361
2000-08-26 07:13:53.640,39.308,-35.116,515.379,2.045,0.255,9.068,68.117,68.117,89.291,1,0,656.0,53,0.0361
2000-08-26 07:13:53.880,39.311,-35.131,515.393,2.046,0.256,9.067,68.115,68.115,89.306,1,0,408.0,53,0.036
2000-08-30 01:15:42.240,-76.356,-53.875,629.063,1.923,0.271,20.565,60.695,60.695,111.423,0,0,1568.0,54,0.0426
2000-09-06 17:25:11.800,31.673,-32.704,648.224,1.945,0.229,18.979,66.317,66.317,87.359,1,0,1888.0,55,0.0418
2000-09-10 22:08:19.780,-55.176,-56.587,655.33,2.164,0.253,18.393,60.879,60.879,89.322,0,0,976.0,56,0.0302
2000-09-10 22:08:38.820,-54.714,-55.462,655.313,2.098,0.248,18.412,61.01,61.01,84.818,1,0,2112.0,57,0.0331
2000-09-10 22:08:39.320,-54.703,-55.433,655.312,2.096,0.248,18.413,61.014,61.014,84.772,1,0,2112.0,57,0.0331
2000-09-13 05:44:08.380,23.617,-29.077,561.02,1.779,0.226,6.879,68.395,68.395,88.124,1,0,2240.0,58,0.0546
2000-09-13 05:44:09.820,23.628,-29.166,561.164,1.783,0.226,6.878,68.409,68.409,88.138,1,0,2880.0,58,0.0543
2000-09-15 04:09:40.120,43.871,-32.164,573.728,1.905,0.26,6.521,65.889,65.889,87.332,1,0,164.0,59,0.0446
2000-09-15 04:09:41.220,43.88,-32.232,573.84,1.908,0.26,6.52,65.884,65.884,87.41,1,0,164.0,59,0.0443
2000-09-15 04:09:41.640,43.883,-32.257,573.883,1.909,0.26,6.519,65.882,65.882,87.432,1,0,172.0,59,0.0442
2000-09-15 04:09:41.840,43.885,-32.27,573.904,1.91,0.26,6.519,65.881,65.881,87.443,1,0,172.0,59,0.0442
2000-09-15 04:09:42.060,43.887,-32.283,573.926,1.91,0.26,6.519,65.879,65.879,87.454,1,0,164.0,59,0.0441
2000-09-17 15:53:48.620,32.212,-31.798,637.818,1.902,0.23,17.535,66.452,66.452,87.168,1,0,1952.0,60,0.0448
2000-09-21 04:12:42.580,31.554,-35.854,603.604,2.097,0.233,5.721,67.255,67.255,87.876,1,0,1248.0,61,0.0336
2000-09-21 04:12:42.840,31.557,-35.87,603.629,2.097,0.233,5.721,67.253,67.253,87.856,1,0,1248.0,61,0.0335
2000-09-21 04:12:43.120,31.559,-35.887,603.656,2.098,0.233,5.721,67.251,67.251,87.836,1,0,1376.0,61,0.0335
2000-09-21 04:12:43.360,31.561,-35.901,603.68,2.099,0.233,5.721,67.249,67.249,87.818,1,0,1440.0,61,0.0335
2000-09-21 04:12:43.600,31.564,-35.916,603.703,2.1,0.233,5.72,67.247,67.247,87.8,1,0,1376.0,61,0.0334
2000-09-21 04:12:43.860,31.566,-35.932,603.728,2.101,0.233,5.72,67.245,67.245,87.781,1,0,1312.0,61,0.0334
2000-09-21 04:12:44.320,31.571,-35.96,603.773,2.102,0.233,5.72,67.242,67.242,87.747,1,0,1184.0,61,0.0333
2000-09-22 12:18:10.980,-86.97,-54.068,635.296,1.958,0.29,7.205,60.287,60.287,87.762,0,0,6272.0,62,0.04
2000-09-22 12:18:11.000,-86.97,-54.07,635.298,1.959,0.29,7.205,60.287,60.287,87.76,0,0,6528.0,62,0.04
2000-09-22 12:18:11.200,-86.965,-54.082,635.313,1.959,0.29,7.206,60.287,60.287,87.739,0,0,6528.0,62,0.04
2000-09-22 12:18:11.420,-86.96,-54.095,635.33,1.96,0.29,7.206,60.287,60.287,87.717,0,0,5760.0,62,0.0399
2000-09-22 12:18:12.560,-86.935,-54.163,635.42,1.963,0.291,7.209,60.285,60.285,87.603,0,0,5760.0,62,0.0397
2000-09-22 12:18:12.780,-86.931,-54.176,635.437,1.964,0.291,7.209,60.285,60.285,87.58,0,0,6016.0,62,0.0396
2000-09-24 10:43:29.000,-66.133,-56.531,643.527,2.09,0.266,6.561,60.628,60.628,87.717,0,0,3648.0,63,0.0332
2000-09-30 10:43:54.920,-80.562,-52.06,650.743,1.843,0.268,5.994,60.064,60.064,87.546,0,0,1248.0,64,0.0483
2000-10-05 10:44:42.420,-91.355,-51.261,655.021,1.838,0.286,5.561,59.727,59.727,87.403,0,0,4992.0,65,0.0481
2000-10-09 01:04:35.820,41.649,-35.075,646.649,2.075,0.251,3.256,64.474,64.474,86.685,1,0,1120.0,66,0.0345
2000-10-10 01:05:24.720,40.055,-37.995,648.879,2.248,0.25,3.076,64.52,64.52,88.751,1,0,376.0,67,0.0272
2000-10-10 01:05:27.740,40.086,-38.177,648.975,2.26,0.25,3.073,64.497,64.497,88.883,1,0,376.0,68,0.0267
2000-10-10 01:06:11.640,40.556,-40.814,650.287,2.444,0.255,3.021,64.142,64.142,87.843,1,0,1568.0,69,0.0212
2000-10-10 01:06:11.940,40.56,-40.832,650.296,2.445,0.255,3.021,64.14,64.14,87.821,1,0,1632.0,69,0.0211
2000-10-21 05:57:25.020,-50.473,-55.037,629.655,2.105,0.245,2.61,61.954,61.954,94.152,1,0,4224.0,70,0.0328
2000-10-21 05:57:25.280,-50.466,-55.052,629.646,2.106,0.245,2.61,61.953,61.953,94.217,1,0,4224.0,70,0.0328
2000-10-21 05:57:25.580,-50.459,-55.07,629.636,2.107,0.245,2.61,61.951,61.951,94.292,1,0,4480.0,70,0.0327
2000-10-21 05:57:25.840,-50.453,-55.086,629.626,2.107,0.245,2.611,61.95,61.95,94.357,1,0,4480.0,70,0.0327
2000-10-21 05:57:26.100,-50.447,-55.101,629.617,2.108,0.245,2.611,61.949,61.949,94.422,1,0,4224.0,70,0.0326
2000-10-22 05:57:06.520,-52.571,-54.773,626.521,2.072,0.246,2.52,61.92,61.92,90.442,1,0,2112.0,71,0.0345
2000-10-24 07:32:55.960,-80.084,-56.256,618.34,2.059,0.289,3.083,60.826,60.826,91.69,0,0,1440.0,72,0.0346
2000-10-24 07:32:56.200,-80.078,-56.27,618.33,2.059,0.289,3.083,60.826,60.826,91.674,0,0,1568.0,72,0.0346
